	ENGLISH	PART OF SPEECH	ODIA	INPUT
5	Scoreline	Ns	ଅନ୍ତିମ ରନ ସଁଖ୍ୟା	score
6	scorer	Ns	ଗଣକ	score
7	scoresheet	Ns	ଅଂକସୂଚୀ	score
1	scream	Ns	ଚିତ୍କାର	scream
1	screen	Ns	ପରଦା	screen
2	screen play	Ns	ଫିଲ୍ମ ନାଟକ	screen
3	Screen writer	Ns	ପଟକଥା ଲେଖକ	screen
1	script	Ns	ହାତଲେଖା ହସ୍ତାକ୍ଷରର ଅନୁରୂପ ମୁଦ୍ରାକ୍ଷର	script
2	script Writer	Ns	କଥା ଲେଖକ	script
3	scripture	Ns	ଧର୍ମଗ୍ରନ୍ଥ	script
1	search	V	ଖୋଜିବା	search
2	search light	Ns	ଅନୁସନ୍ଧାନ ବତି	search
3	search party	Ns	ଅନ୍ୱେଷକ ଦଳ	search
4	search warrant	Ns	ତଲାସି ଅଧିପତ୍ର	search
5	searcher	Ns	ଖୋଜିଲାବାଲା	search
6	Searching	Adj	ଭେଦକ	search
7	soul-searching	Ns	ଅନ୍ତଃ କରଣରେ ନୀରେଖି ଦେଖିବା	search
1	high season	Ns	ବ୍ୟସ୍ତ ସମୟ	season
2	season	Ns	ଋତୁ	season
3	season ticket	Ns	ମାସିକିଆ ଟିକଟ	season
4	seasonable	Adj	ସମୟୋଚିତ	season
5	seasonal	Adj	ଋତୁଗତ	season
6	seasoned	Adv	ଅନୁଭବୀ	season
7	seasoning	Ns	ମସଲାଲୁଣ-ଲଙ୍କା	season
1	deep-seated	Adj	ସୁଦୃଢ଼	seat
2	ejector seat	Ns	ବାହର କାଢ଼ିବାର ଚଉକି	seat
3	hot seat	Ns	ଦାୟିତ୍ୱପୂର୍ଣ୍ଣ ପଦ	seat
4	seat	Ns	ଆସନ	seat
5	Seat belt	Ns	ସିଟ ପେଟି	seat
6	seater	Ns	ସିଟ ବାଲା	seat
7	seating	Ns	ବସିବା ସ୍ଥାନ	seat
1	play second fiddle	IDM	ମହତ୍ୱହୀନ ହୋଇଯିବା	second
2	second	Pron/Det	ଅନ୍ୟ	second
3	Second ballot	Ns	ଦ୍ୱିତୀୟଥର ମତଦାନ{ଗଡ଼ବଡ଼ କାରଣରୁ}	second
4	second best	Adj	ଦ୍ୱିତୀୟ ସର୍ବୋତ୍ତମ	second
5	second Class	Ns	ଦ୍ୱିତୀୟ ଶ୍ରେଣୀ	second
6	Second Cousin	Ns	କକାପୁଅଝିଅର କକାପୁଅଝିଅ	second
7	second Guess	V	ଭବିଷ୍ୟତର ଅନୁମାନ କରିବା	second
8	second hand	Adj	ପୁରୁଣା	second
9	Second hand	Ns	ସେକଣ୍ଡର କଣ୍ଟା	second
10	second home	Ns	ଅବକାଶପାଇଁ ବିଶ୍ରାଂତି ଘାର	second
11	second Language	Ns	ଦ୍ୱିତୀୟ ଭାଷା	second
12	second lieutenant	Ns	ସେନାର ପଦାଧ୍ୟକ୍ଷ	second
13	second name	Ns	ଉପନାମ	second
14	second nature	Ns	ନିଶ୍ଚିତ ଅଭ୍ୟାସ	second
15	second Person	Ns	ମଧ୍ୟମ ପୁରୁଷ	second
16	second Rate	Adj	ମାମୁଲୀ	second
17	second sight	Ns	ଦିବ୍ୟ ଦୃଷ୍ଟି	second
18	second to none	IDM	ସର୍ବୋତ୍ତମ	second
19	secondarily	Adj	ଗୌଣତଃ	second
20	secondary	Adj	ଅମୂଖ୍ୟ	second
21	seconder	Ns	ଅନୁମୋଦକସମର୍ଥକ	second
22	secondly	Adv	ଦ୍ୱିତୀୟରେ	second
1	foreign secretary	Ns	ବିଦେଶୀ ସଚିବ	secret
2	home Secretary	Ns	ଗୃହସଚୀବ	secret
3	secret	Adj	ଗୁପ୍ତ	secret
4	secret Agent	Ns	ଗୁପ୍ତଚର	secret
5	Secret Ballot	Ns	ବନ୍ଦ ମତପେଟି	secret
6	Secret Police	Ns	ପୁଲିସ {ଗୁପ୍ତଚର କାମ କରୁଥିବା}	secret
7	secret Service	Ns	ଗୁପ୍ତଚର ବିଭାଗ	secret
8	secretarial	Adj	ସାଚିବିକଲିପିକୀୟ	secret
9	secretariat	Ns	ସଚୀବାଳୟ	secret
10	secretary	Ns	ମୁନିସୀ ସଚୀବ	secret
11	Secretary Gereral	Ns	ମହାସଚୀବ	secret
12	secretary of State	Ns	ମଂତ୍ରୀ	secret
13	secrete	V	ସ୍ରାବିତ କରିବା	secret
14	secretion	Ns	ସ୍ରାବ	secret
15	secretive	Adj	ଗୋପନୀୟ	secret
16	secretively	Adv	ଲୁଚିରହି	secret
17	top-secret	Adj	ପରମଗୁପ୍ତ	secret
1	foreign secretary	Ns	ବିଦେଶୀ ସଚିବ	secretary
2	home Secretary	Ns	ଗୃହସଚୀବ	secretary
3	secretary	Ns	ମୁନିସୀ ସଚୀବ	secretary
4	Secretary Gereral	Ns	ମହାସଚୀବ	secretary
5	secretary of State	Ns	ମଂତ୍ରୀ	secretary
1	cross-section	Ns	ଅନୁପ୍ରସ୍ଥ କର୍ତନ	section
2	section	Ns	ଭାଗ	section
3	sectional	Adj	ବର୍ଗୀୟ	section
4	sectionalism	Ns	ବର୍ଗବାଦ	section
1	public sector	Ns	ରାଜକୀୟ କ୍ଷେତ୍ର	sector
2	sector	Ns	ଅଂଚଳ	sector
1	secure	V	ପ୍ରାପ୍ତ କରିନେବା	secure
2	securely	Adv	ସୁରକ୍ଷିତ ଭାବେ	secure
1	security	Ns	ସୁରକ୍ଷା	security
2	security Council	Ns	ସୁରକ୍ଷା ପରିଷଦ	security
3	security risk	Ns	ଜୀବନକୁ ବିପଦ	security
4	social security	Ns	ବୃଦ୍ଧାବସ୍ଥା ଆଉ ବେକାରୀ ଆଦିପାଇଁ ରାଷ୍ଟ୍ର ଦ୍ୱାରା ବୀମା	security
1	hide-and-seek	IDM	ପିଲାଙ୍କର ଖେଳ	see
2	see	V	ଦେଖିବା	see
3	see about	V	ପ୍ରବନ୍ଧ କରିବା ବ୍ୟବସ୍ଥା କରିବା	see
4	see more of some one	IDM	ସହିତ ପ୍ରାୟ ମିଶିବା	see
5	see off	V	ବିଦା କରିବା	see
6	see over	V	ନିରୀକ୍ଷଣ କରିବା	see
7	see through	V	ବୁଝିବା	see
8	see weed	Ns	ସାମୁଦ୍ରିକ ଶୈବାଳ	see
9	see-saw	Ns	ପିଲାଙ୍କ ଢ଼ିଙ୍କି ଖେଳ	see
10	see-Saw	V	ଢିଙ୍କି ଖେଳ ଖେଳିବା	see
11	seed	Ns	ବୀଜ ମଞ୍ଜି	see
12	seed pearl	Ns	ଛୋଟ ମୋତି	see
13	seedbed	Ns	ପ୍ରସ୍ତୁତ କିଆରି	see
14	seedcake	Ns	ଜୀରା ମିଶ୍ରିତ ରୋଟି	see
15	seeded	Adj	ମଞ୍ଜିଆ	see
16	seedless	Ns	ବୀଜରହିତ	see
17	seedling	Ns	ଅଂକୁର	see
18	seedman	Ns	ବୀଜର ବ୍ୟାପାରୀ	see
19	seedy	Adj	ମଞ୍ଜି ପରିପୂର୍ଣ୍ଣ ଅପରିଛନ୍ନ	see
20	seek	V	ଖୋଜିବା	see
21	seeker	Ns	ଜିଜ୍ଞାସୁ	see
22	seem	V	ପ୍ରତୀତ ହୋଇଯିବାଲାଗିବାଜଣା ପଡ଼ିବା	see
23	seeming	Adj	ପ୍ରତୀୟମାନ	see
24	seemingly	Adv	ପ୍ରତୀୟମାନତଃ	see
25	seemliness	Ns	ଔଚିତ୍ୟ	see
26	seemly	Adj	ଉଚିତ	see
27	seen	V	ଦେଖା	see
28	seep	V	ରିସନା	see
29	seepage	Ns	ନିସ୍ୟନ୍ଦନ	see
30	seer	Ns	ଦେଖିଲାବାଲାଦ୍ରଷ୍ଟା	see
31	seethe	V	ଫୁଟି ଉତୁରି ପଡ଼ିବା	see
1	seed	Ns	ବୀଜ ମଞ୍ଜି	seed
2	seed pearl	Ns	ଛୋଟ ମୋତି	seed
3	seedbed	Ns	ପ୍ରସ୍ତୁତ କିଆରି	seed
4	seedcake	Ns	ଜୀରା ମିଶ୍ରିତ ରୋଟି	seed
5	seeded	Adj	ମଞ୍ଜିଆ	seed
6	seedless	Ns	ବୀଜରହିତ	seed
7	seedling	Ns	ଅଂକୁର	seed
8	seedman	Ns	ବୀଜର ବ୍ୟାପାରୀ	seed
9	seedy	Adj	ମଞ୍ଜି ପରିପୂର୍ଣ୍ଣ ଅପରିଛନ୍ନ	seed
1	hide-and-seek	IDM	ପିଲାଙ୍କର ଖେଳ	seek
2	seek	V	ଖୋଜିବା	seek
3	seeker	Ns	ଜିଜ୍ଞାସୁ	seek
1	seem	V	ପ୍ରତୀତ ହୋଇଯିବାଲାଗିବାଜଣା ପଡ଼ିବା	seem
2	seeming	Adj	ପ୍ରତୀୟମାନ	seem
3	seemingly	Adv	ପ୍ରତୀୟମାନତଃ	seem
4	seemliness	Ns	ଔଚିତ୍ୟ	seem
5	seemly	Adj	ଉଚିତ	seem
1	segment	Ns	ଭାଗ	segment
2	segmentation	Ns	ଖଣ୍ଡୀକରଣ	segment
1	select	V	ବାଛିବା	select
2	select Committee	Ns	ସ୍ୱତନ୍ତ୍ର ତଦନ୍ତ ପାଇଁ ନିଯୁକ୍ତ ସଂସଦୀୟ ସଭ୍ୟମାନଙ୍କର ଏକ କ୍ଷୁଦ୍ର	select
3	selection	Ns	ଚୟନ	select
4	selective	Adj	ଚୟନାତ୍ମକ	select
5	Selectively	Adv	ଚୟନକରି	select
6	selector	Ns	ବାଛିଲାବାଲା ଚୟନ କର୍ତ୍ତା	select
1	selection	Ns	ଚୟନ	selection
1	self	Ns	ସ୍ୱ	self
2	self absorbed	Adj	ଆତ୍ମଲୀନ	self
3	Self Access	Ns	ସ୍ୱୟଂ ବାହାର କରିବା	self
4	self addressed	Adj	ନିଜ ଠିକଣାରେ	self
5	Self adhesive	Adj	ସ୍ୱୟଂ ଲାଖିଯାଉଥିବା	self
6	self Appointed	Adj	ସ୍ୱୟଂ ନିଯୁକ୍ତ	self
7	self Assertion	Ns	ସ୍ୱାଗ୍ରହ	self
8	self Assertive	Adj	ସ୍ୱାଗ୍ରହୀ	self
1	hard sell	Ns	ଜୋରଦାର ବିକ୍ରୀର ଢଂଗ	sell
2	sell	V	ବିକିବା	sell
3	seller	Ns	ବିକ୍ରେତା	sell
1	senate	Ns	ଯୁକ୍ତରାଷ୍ଟ୍ର ଓ ଫ୍ରାନ୍ସର ବ୍ୟବସ୍ଥାପକ ସଭାର ଉପର ଗୃହଅଧିସଭା	Senate
1	send (sb) to	V	ବିଶେଷ ସ୍ଥିତିରେ ପହଞ୍ଚାଇ ଦେବା	send
2	send for (sth or sb)	V	ଡ଼କେଇ ପଠାଇବା	send
3	Send in (sb or sth)	V	ପଠାଇବା ପାଇଁ	send
4	send off (for sth)	V	ପଠାଇ ଦେବା	send
5	send out (sth)	V	ବାଣ୍ଟିବା	send
6	send sb Down	V	ବନ୍ଦୀ କରିବା	send
7	send sb off	V	ବାହାର କରିବା	send
8	send sth on	V	ନିଜେ ପହଞ୍ଚିବା ଆଗରୁ କୌମସି ବସ୍ତୁ ପଠାଇବା	send
9	send-off	Ns	ବିଦାୟୀ	send
10	Send-up	Ns	ଉପରକୁ ଉଠାଇବା ବ୍ୟଙ୍ଗାନୁକରଣ କରିବା	send
11	sender	Ns	ପ୍ରେଷକ	send
1	senior	Adj	ବରିଷ୍ଠ	senior
2	senior Citizen	Ns	ବୃଦ୍ଧ ଅଥବା ସେବା ନିବୃତ୍ତ ବ୍ୟକ୍ତି	senior
1	horse sense	Ns	ସାମାନ୍ୟ ବୁଦ୍ଧି	sense
2	road sense	Ns	ମାର୍ଗ-ବୋଧ	sense
3	sense	Ns	ଜ୍ଞାନେନ୍ଦ୍ରିୟ	sense
4	senseless	Adj	ବୋକା	sense
5	Senselessly	Adv	ବିଚାର ନ କରି	sense
1	sensitive	Adj	ସଂବେଦନଶୀଳ	sensitive
2	Sensitively	Adj	ଭାବୁକତାରୁ	sensitive
1	life sentence	Ns	ଆଜୀବନ ଦଣ୍ଡ	sentence
2	sentence	Ns	ବାକ୍ୟ	sentence
1	separate	Adj	ଅଲଗାପୃଥକ	separate
2	Separately	Adv	ଅଲଗା	separate
1	sequence	Ns	ଅନୁକ୍ରମ	sequence
1	series	Ns	ଶୃଂଖଳା	series
1	serious	Adj	ଗଂଭୀର	serious
2	seriously	Adv	ଗଂଭୀର ଭାବେ	serious
3	seriousness	Ns	ଗଂଭୀରତା	serious
1	seriously	Adv	ଗଂଭୀର ଭାବେ	seriously
1	serve	V	ସେବା କରିବା	serve
1	active service	Ns	ସକ୍ରିୟ ସେବା	service
2	fire service	Ns	ଅଗ୍ନିଶାମକ ସେବା	service
3	health service	Ns	ସ୍ୱାସ୍ଥ୍ୟସେବା	service
4	in-service	Adj	ନୌକରୀର ସମୟରେ	service
5	room service	Ns	ରୁମ ସର୍ବିସ ପ୍ରକୋଷ୍ଠ ସେବା	service
6	secret Service	Ns	ଗୁପ୍ତଚର ବିଭାଗ	service
7	service	Ns	ସେବା	service
8	service Charge	Ns	ସେବା ଶୁଳ୍କ	service
9	serviceable	Adj	ଉପଯୋଗୀ	service
10	serviceman	Ns	ସୈନିକମିସ୍ତ୍ରୀ	service
1	quarter-sessions	Ns	ନ୍ୟାୟାଳୟ{ପ୍ରତି ତିନି ମାସରେ ସୀମିତ ସମୟ ପାଇଁ ଲାଗୁଥିବା}	session
2	session	Ns	ବୈଠକ	session
1	close-set	Adj	ଲାଖିରହିଥିବା	set
2	deep-set	Adj	ଭଲ ଭାବରେ ଲାଗି ଯାଇଥିବା	set
3	place setting	Ns	ଭୋଜନ ସାମଗ୍ରୀ	set
4	pre-set	V	ପ୍ରସ୍ତୁତ ରଖିବା	set
5	radio set	Ns	ରେଡିଓ	set
6	set	Ns	ସେଟ	set
7	set Square	Ns	ତ୍ରିଭୁଜୀ	set
8	Settee	Ns	ସୋଫା ଦୁଇ ଜଣ ବସିବା ଭଲି ପ୍ରଶସ୍ତ ମେଜ	set
9	setter	Ns	ଶିକାରୀ କୁକୁର	set
10	setting	Ns	ବାତାବରଣ	set
11	settle	V	ବୁଝାମଣା କରିନେବା	set
12	settled	Adj	ବସିଥିବା	set
13	settlement	Ns	ସାଲିସ	set
14	settler	Ns	ଅଧିବାସୀ	set
15	train-set	Ns	ଖେଳନା ଟ୍ରେନ	set
16	trend-setter	Ns	ର ଦିଗରେ ନେଇ ଯାଉଥିବା	set
17	twin-set	Ns	ଯୋଡା-ସୂଟ	set
1	place setting	Ns	ଭୋଜନ ସାମଗ୍ରୀ	setting
2	setting	Ns	ବାତାବରଣ	setting
1	settle	V	ବୁଝାମଣା କରିନେବା	settle
2	settled	Adj	ବସିଥିବା	settle
3	settlement	Ns	ସାଲିସ	settle
4	settler	Ns	ଅଧିବାସୀ	settle
1	settlement	Ns	ସାଲିସ	settlement
1	seven	N/Det	ସାତ	seven
2	seventeen	Ns	ସତର	seven
3	seventeenth	Ns	ସତରତମ	seven
4	seventh	Adj	ସପ୍ତମ	seven
5	seventy	Ns	ସତୁରୀ	seven
1	several	Det	ଅନେକ	several
2	severally	Adv	ଅଲଗା-ଅଲଗା	several
1	severe	Adj	କଠୋର	severe
2	severely	Adv	କଠୋରତାରୁ	severe
1	sex	Ns	ଲିଂଗ	sex
2	sextant	Ns	ଷଷ୍ଠକ	sex
3	sextet	Ns	ଷଟକ ଛଅଜଣ ଗାୟକଙ୍କ ଗାଇବା ପାଇଁ ରଚିତ ସଂଗୀତ ଯେ କୌଣସି ଛଅ ଜଣିଆ	sex
4	sexton	Ns	ଗିର୍ଜାର ତତ୍ତ୍ୱାବଧାରକ ସମାଧି ଖୋଦନକାରୀ ବ୍ୟକ୍ତି	sex
1	shade	Ns	ଛାୟା	shade
2	shades	Ns	ଛାୟାକରଣ	shade
3	sun shade	Ns	ଛତା	shade
1	shadow	Ns	ଛାଇ ଅଭେଦ୍ୟ ମିତ୍ର ଆଶ୍ରୟ ପ୍ରତିରୂପ ଭୂତ 	shadow
2	shadowy	Adj	ଛାୟାଦାର	shadow
1	shake	V	ହଲେଇବା	shake
2	shake down	V	କାମଚଳା ବିଛଣା	shake
3	shaker	Ns	କମ୍ପନକାରୀ	shake
1	shall	MV	(ପ୍ରଥମ ପୁରୁଷରେ) ଭବିଷ୍ୟତ ବା ଭବିଷ୍ୟତରେ ନିଶ୍ଚିତ ଇଚ୍ଛାର ସୂଚକ	shall
2	shallot	Ns	ଛୋଟ ପିଆଜ	shall
3	shallow	Adj	ଉପରଠାଉରିଆ ସାମାନ୍ୟ ତୁଚ୍ଛ	shall
4	shallowly	Adv	ଅଗଭିତୀରତାରୁ {ଶ୍ୱାସନେବା}	shall
5	shallows	Ns	ତୁଚ୍ଛ ସ୍ଥାନ	shall
6	shilly shally	Adj	ଇତସ୍ତତଃ ହେବା ଦୋଦୋପାଞ୍ଚ ହେବା ଦ୍ୱିଧା କରିବା	shall
1	shape	Ns	ଆକାର	shape
2	shapely	Adj	ସୁନ୍ଦର	shape
1	plough share	Ns	ହଳର ଧାର	share
2	preference shares	Ns	ଅଧିମାନୀ ଶେୟର ଯୌଥ ବ୍ୟବସାୟରେ ଯେଉଁ ଅଂଶର ସୁଧ ଆଗେ	share
1	pencil sharpner	Ns	ପେଂସିଲ ତିଆରି କରୁଥିବା ଯନ୍ତ୍ର	sharp
2	razor-sharp	Adj	ବହୁତ ତୀବ୍ର	sharp
3	sharp eyed	Adj	ତୀକ୍ଷ୍ଣଦୃଷ୍ଟିବାଲା	sharp
4	sharp Shooter	Ns	ପକ୍କା ଲକ୍ଷ୍ୟଭେଦୀ	sharp
5	sharply	Adv	ତୀକ୍ଷ୍ଣତାରୁ	sharp
6	sharpness	Ns	ତୀକ୍ଷ୍ଣତା	sharp
1	pinking shears	Ns	ଦନ୍ତୁରିତ କଇଁଚି	she
2	sea shell	Ns	ଶାମୁକାଶଂଖ	she
3	she	Pron	ସେ{ସ୍ତ୍ରୀ}	she
4	sheaf	Ns	ବିଡ଼ା	she
5	shear	Ns	ଚମଡ଼ା ଛେଦନ କରିବା	she
6	shears	Ns	କଇଁଚି	she
7	sheath	Ns	ଖାପ କୋଷ	she
8	sheathe	V	ଖାପ କୋଷରେ ରଖିବା	she
9	sheaves	Ns	ବିଡ଼ା	she
10	Shebeen	Ns	ଅବୈଧ ମଦ	she
11	shed	Ns	ଚାଳିଆ	she
12	sheen	Ns	ଚମକ	she
13	sheep	Ns	ମେଣ୍ଢା	she
14	Sheep dog	Ns	କୁକୁର{ମେଣ୍ଢାଙ୍କ ଦେଖରେଖ ପାଇଁ}	she
15	sheepfold	Ns	ମେଣ୍ଢାଶାଳ	she
16	sheepish	Adj	ଲାଜୁକ ମାଈମୁହାଁ ମେଣ୍ଢାପରି	she
17	sheer	Adj	ପୂର୍ଣ୍ଣତୟା	she
18	sheet	Ns	ଚାଦର	she
19	sheet anchor	Ns	ଜାହାଜର ଦ୍ୱିତୀୟ ନଙ୍ଗର ଶେଷ ଭରସା	she
20	Sheet lightning	Ns	ବିଦ୍ୟୁତର ଚମକ	she
21	Sheeting	Ns	ଚାଦର	she
22	sheikh	Ns	ଆରବ ଜାତି ପରିବାର ବା ଗ୍ରାମର ମୁଖ୍ୟ	she
23	sheila	Ns	ଯୁବତୀ ବା ତରୁଣୀ	she
24	shekel	Ns	ଇହୁଦିମାନଙ୍କର ଏକ ପ୍ରାଚୀନ ଖୁଚୁରା ପଇସା	she
25	shelduck	Ns	ଏକ ପ୍ରକାରର ବତକ	she
26	shelf	Ns	ଥାକ	she
27	shell	Ns	ଚୋପା ଖୋଳପା	she
28	shell shock	Ns	ମନୋବିକୃତି	she
29	Shell shocked	Adj	ମନୋବିକୃତିଗ୍ରସ୍ତ	she
30	shellac	Ns	ଚପଡ଼ା	she
31	shellfire	Ns	ଗୁଳିଗୋଳା ବର୍ଷଣ	she
32	shellfish	Ns	ଶଂଖ-ମୀନ	she
33	shelter	Ns	ସୁରକ୍ଷା	she
34	shelve	V	ଥାକରେ ରଖିବା	she
35	shelving	Ns	କାଠ ପଟାସବୁ ଢାଲୁ	she
36	shenanigans	Ns	ଛଳକପଟ	she
37	shepherd	Ns	ମେଣ୍ଢାଚରାଳି	she
38	sherbet	Ns	ଶର୍ବତ	she
39	sheriff	Ns	ଅଞ୍ଚଳ ବା ଜିଲ୍ଲାର ପ୍ରଧାନ ପ୍ରଶାସକ	she
40	sherry	Ns	ସ୍ପେନ୍ର ମଦ	she
41	shetland	Ns	ସ୍କଟଲ୍ୟାଣ୍ଡର ଦ୍ୱୀପ ସମୂହ	she
42	spread sheet	Ns	ସ୍ପ୍ରେଡଶୀଟ ହିସାବ କିତାବ ପାଇଁ କମ୍ପ୍ୟୁଟରରେ ବ୍ୟବହାର କରାଯାଉଥିବା	she
1	sheet	Ns	ଚାଦର	sheet
2	sheet anchor	Ns	ଜାହାଜର ଦ୍ୱିତୀୟ ନଙ୍ଗର ଶେଷ ଭରସା	sheet
3	Sheet lightning	Ns	ବିଦ୍ୟୁତର ଚମକ	sheet
4	Sheeting	Ns	ଚାଦର	sheet
5	spread sheet	Ns	ସ୍ପ୍ରେଡଶୀଟ ହିସାବ କିତାବ ପାଇଁ କମ୍ପ୍ୟୁଟରରେ ବ୍ୟବହାର କରାଯାଉଥିବା	sheet
1	shelf	Ns	ଥାକ	shelf
1	sea shell	Ns	ଶାମୁକାଶଂଖ	shell
2	shell	Ns	ଚୋପା ଖୋଳପା	shell
3	shell shock	Ns	ମନୋବିକୃତି	shell
4	Shell shocked	Adj	ମନୋବିକୃତିଗ୍ରସ୍ତ	shell
5	shellac	Ns	ଚପଡ଼ା	shell
6	shellfire	Ns	ଗୁଳିଗୋଳା ବର୍ଷଣ	shell
7	shellfish	Ns	ଶଂଖ-ମୀନ	shell
1	shelter	Ns	ସୁରକ୍ଷା	shelter
1	make shift	Ns	କାମଚଳା	shift
2	shift	Ns	ପରିବର୍ତ୍ତନ	shift
3	shiftless	Adj	ଅସମର୍ଥ	shift
4	shifty	Adj	ଛଳନାକାରୀଧୂର୍ତ	shift
1	shine	V	ଚମକିବା	shine
1	mother ship	Ns	ଆଧାର ପୋତ	ship
2	on board(a ship or an aircraft)	IDM	ଜାହାଜରେ	ship
3	ship	V	ଜାହାଜରୁ ପଠାଇବା	ship
4	shipboard	Adj	ଜହାଜାରେ ଘଟିତ ବା ବ୍ୟବହୃତ	ship
5	shipbuilder	Ns	ପୋତ(ଜାହାଜ) ନିର୍ମାତା	ship
6	shipload	Ns	ପୋତ(ଜାହାଜ)ର ପରିବହନ କ୍ଷମତା	ship
7	shipmate	Ns	ଜାହାଜର ସହଯାତ୍ରୀ ବା ସହନାବିକ	ship
8	shipment	Ns	ନୌ-ପରିବହନ	ship
9	shipowner	Ns	ଜାହାଜର ମାଲିକ ବା କମ୍ପାନୀର ଅଂଶୀଦାର	ship
10	shipper	Ns	ଜାହାଜରେ ମାଲ ଆମଦାନୀ ରପ୍ତାନୀ କରୁଥିବା ବ୍ୟକ୍ତି ବା ସଂସ୍ଥା	ship
11	shipping	Ns	ପୋତ-ସମୂହ ଜାହାଜଦ୍ୱାରା ପରିବହନ	ship
12	shipwreck	Ns	ପୋତଭଂଗ ତୋଫାନ ଇତ୍ୟାଦିଦ୍ୱାରା ସମୁଦ୍ରରେ ଜାହାଜ ଭାଙ୍ଗିଯିବା	ship
13	shipwright	Ns	ଜାହାଜ-ନିର୍ମାଣକାରୀଜାହାଜର ବଢ଼େଇ	ship
14	shipyard	Ns	ଜାହାଜ-କାରଖାନାପୋତନିର୍ମାଣୀ	ship
15	space ship	Ns	ଅନ୍ତରୀକ୍ଷ ଯାନ	ship
16	steam ship	Ns	ବାଷ୍ପ ଚାଳିତ ଜହାଜ	ship
17	town-ship	Ns	ନଗର-କ୍ଷେତ୍ର	ship
1	shirt	Ns	କାମିଜ	shirt
2	shirt-front	Ns	ଛାତି	shirt
3	Shirt-sleeve	Ns	ଜାମାର ହାତ	shirt
4	Shirt-tail	Ns	ଜାମା ପଛପଟେ କମର ଉପରକୁ ଥିବା ଧନୁଷାକାର ଅଂଶ	shirt
5	shirty	Adj	ଚିଡ଼ିଚିଡ଼ା	shirt
6	T-shirt	Ns	ଛୋଟ ହାତର ଜାମା	shirt
1	shit	Ns	ମଳ	shit
2	Shit	V	ମଳ ତ୍ୟାଗ କରିବା ହରିବା	shit
3	shitty	Adj	ନିମ୍ନ ସ୍ତରର	shit
1	culture shock	Ns	ସାଂସ୍କୃତିକ ଧକ୍କା	shock
2	shell shock	Ns	ମନୋବିକୃତି	shock
3	Shell shocked	Adj	ମନୋବିକୃତିଗ୍ରସ୍ତ	shock
4	shock	Ns	ଭୟାନକ କମ୍ପ ଆକସ୍ମିକ ଧକ୍କା	shock
5	shock tactics	Ns	ଆକସ୍ମିକ ଆକ୍ରମଣ	shock
6	shock treatement	Ns	(ବୈଦ୍ୟୁତିକ) ପ୍ରଘାତ ଚିକିତ୍ସା	shock
7	shocker	Ns	ଚମକାଇ ଦେଉଥିବା {ବ୍ୟକ୍ତି ବା ବସ୍ତୁ}	shock
8	shocking	Adj	ଆତଙ୍କିତ କରି ଦେଉଥିବା	shock
9	shockproof	Adj	ଆଘାତର ପ୍ରଭାବକୁ ରୋକି ପାରୁଥିବା (ବସ୍ତୁ ବା ଯନ୍ତ୍ର)	shock
10	shocktroop	Ns	ଆକ୍ରମଣ ସେନା	shock
1	fill the shoes	IDM	ଅନ୍ୟ ସ୍ଥାନରେ କାମ କରିପାରିବାର ଯୋଗ୍ୟତା	shoe
2	shoe	Ns	ଜୋତା	shoe
1	sharp Shooter	Ns	ପକ୍କା ଲକ୍ଷ୍ୟଭେଦୀ	shoot
2	shoot	V	ଗୁଳି ମାରିବା	shoot
3	shoot-out	Ns	ଗୁଳିଗୋଳା ମାଡ଼	shoot
